,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
child,-0.7798801,-0.16577898,1.4416094,-0.5945536,3.0241785,2.1028705,-0.99092126,-3.4766474,-0.021018585,-4.349172,-2.8121731,-2.9977021,0.41319436,2.8229957,0.2839012,-2.0517864,-1.3419684,0.8644778,0.69612086,0.55518097,0.6644215,0.91642064,2.887647,-0.57245994,2.5937154,2.464312,2.7882936,0.92748255,-0.107069455,0.43392596,1.4493153,-0.50593865,0.7334048,-0.19670148,3.1638887,-0.9211719,1.5731711,-2.6883655,-0.52487165,0.4538405,-1.2818406,2.4935026,0.29891783,0.7574268,-1.8965172,2.0687478,2.1719847,-1.473127,1.2790401,3.0561514,1.0241736,-1.8146024,-1.2624948,1.1833184,2.8254094,0.37502095,-0.16175051,0.53895545,5.294798,-1.6627059,0.2225172,-0.3792448,-1.6352507,0.28704295,-0.6434109,-3.5217144,-0.84725803,-1.5609765,-2.5028827,1.729106,3.7992778,0.41287988,-0.3716182,1.257609,-2.3444283,0.6323024,-0.9311095,2.3729184,2.0100622,3.3225758,-1.4409393,-0.16123189,2.803749,-2.2343762,-0.9489229,-2.0684605,-0.41007563,-2.700676,-0.11626875,0.16505817,2.2868648,-0.8064675,1.2881327,2.3910265,1.0715142,-5.2799377,1.2734293,1.9413503,-1.2444181,-1.5230697,1.1786792,-2.5937886,-5.1580253,4.602667,0.124511234,3.9225683,-0.8784838,1.6792703,1.4320865,0.6285706,-0.9246686,-0.83737487,0.71509737,0.3940799,-1.2970369,-0.15914294,1.5117472,2.7564788,3.0904148,-0.9534524,-0.24643068,-1.74435,-1.8200063,0.78885704,0.45459363,0.51844555,-0.13424008,-4.002244,-0.05206978,1.557545,0.38480672,-1.0555854,-4.0875325,1.4150717,-0.6859168,1.8943061,-0.46071133,1.7034276,-1.6088057,-1.4033291,-1.478906,0.514835,-2.0748413,1.3752259,-1.1836983,4.3955517,-0.7251958,2.7835915,6.016077,0.84181845,1.986022,1.6331693,-2.0628955,0.095602326,-0.51766247,1.3325875,-0.76113087,3.8594022,-2.266931,0.84354705,1.3544893,1.75725,0.21311793,1.0636389,-2.0998752,-0.119300485,-0.23985745,0.014372584,0.38542968,-2.37959,-2.31921,4.458279,-0.97402275,2.244359,-1.2793282,0.67668885,1.7325504,2.9532516,0.16385297,0.24370016,-1.5983634,1.9447911,1.813407,-0.016142588,-0.7409261,0.021777557,-2.9205308,-3.3963563,0.45402968,-2.2116175,-1.6341403,1.0973912,-0.35985336,-2.3934464,1.3203343,-0.82302445,1.1139479,1.9459738,-0.4317919,-1.30332
family,-1.192571,0.9152833,2.7362216,-0.12155438,0.4376605,-1.4190059,1.6128652,-3.6799119,-1.1085954,-0.2606369,-2.8147829,-1.9792148,2.3369565,2.5789955,1.3139014,0.5063505,0.42307314,1.5876784,0.8805353,-0.61984324,-0.4794749,1.262216,-3.0993407,0.8435611,1.9115628,-0.03376058,3.9590788,-1.6514865,1.6589116,-0.45356163,-0.86556995,3.1998718,-0.95609343,-0.4314283,1.2361554,0.7524156,2.9948626,-0.45383954,-2.507684,2.2834685,0.833291,1.4102497,5.1936517,-0.0120299235,-0.62862366,0.52385825,-0.10525948,4.9737926,1.4776545,1.3815818,1.3781797,-2.7425313,0.70025444,0.31714156,-0.95443726,-1.9680421,-0.45327547,-1.8412385,0.08491116,0.37018093,0.47629744,-0.2962968,1.1926312,2.0900002,-3.1289532,-0.7167084,0.74244106,0.119834475,0.8426181,-0.9261464,1.840037,1.0803287,-0.5681929,0.6440196,-1.4303977,-2.5819917,0.3860198,1.709569,2.3357372,3.4126434,1.2452738,-1.0270957,2.0427864,-2.812728,1.6479607,2.4185748,-0.15082759,-2.569892,1.2028623,-0.7478591,-1.4460353,-0.7024288,1.0020851,1.1201824,2.6528132,-1.1593624,-1.9811409,2.9007738,0.8711862,-1.3976694,-0.24925894,-0.17132834,-3.7465568,2.1745822,2.8500538,2.0049925,-1.0521556,0.21262003,2.7254922,0.5897721,-0.7650198,0.47451097,3.1112597,1.3004723,-1.6803125,0.88394994,3.6561823,3.7707372,3.8265858,0.049003858,-0.019400245,-1.1130848,-3.9665709,-0.13112386,1.7484614,-1.7135247,0.054057546,0.5653579,-3.3502328,-0.7368383,0.47835356,0.33863837,-1.1016533,-0.72249377,-0.27863654,1.1762037,-0.8590454,2.4788976,1.9471976,0.2179405,1.5360732,2.9776456,1.4886892,-0.4070658,2.3642619,3.2579007,-2.3016558,1.9506706,4.4578824,0.37080655,2.1231709,0.7685694,-0.23684475,1.32329,-2.5660667,-1.7148768,-2.8353076,3.5711963,1.8041862,0.38236022,0.3584682,0.7417181,1.1329746,1.1582279,-1.6555939,-0.33173063,-0.6951846,-0.9416536,3.0333674,-0.1937745,0.6346803,2.9910882,-1.9222461,0.8161997,-0.9703388,0.6118606,1.3529782,1.3159103,-0.70460224,-1.6413369,-0.87274104,-0.9048525,-2.1145144,0.9212563,-0.33850685,0.10118504,1.6110989,-2.1552992,1.5574569,-2.136521,-0.9473846,4.1953783,-2.9189918,-0.36151943,1.6201948,-1.616156,-4.3428063,2.4118288,-3.1574214,-0.48896247
many,1.8545301,2.1720922,-0.34535748,-1.3607968,-0.09217114,-0.4937913,-1.5010672,-2.0854821,-1.2984147,-0.8936387,0.30699876,-3.0606728,1.0599477,-0.13681245,-2.1987622,1.63547,-0.38752443,-0.23901501,0.9836558,-1.2191832,-0.08975718,2.5213947,-0.40106788,-1.7804787,2.1264136,2.2035909,-1.4629238,0.81493795,3.1928997,-1.9889613,1.0510654,1.3100151,-0.9878122,-1.6250566,0.02215678,-0.6128637,0.18037978,-0.77660424,-1.3813384,-0.9457902,0.6890574,-0.50665337,-1.2184095,0.43997478,-1.6648933,1.7130988,2.3064566,1.3699286,-0.31656337,0.048289116,-2.4866478,-1.9687232,0.10731635,-0.31457853,-0.08422397,-1.2070088,-0.7812009,0.16479076,3.4869685,0.29815724,1.8632994,-0.6504108,0.33654812,-1.3685821,-0.98772544,3.1285667,0.27168068,0.27160606,2.147651,-2.037881,1.9042478,-0.58698547,-2.3648615,2.0969892,0.289313,-1.412761,-1.1859143,-1.4163346,3.2647374,1.5200496,-1.3237185,0.48701662,0.025043858,-2.3370922,1.7940152,0.47087583,-0.43225655,-0.6953746,3.4641418,-1.1517103,-0.7185619,-2.3493397,-0.71010256,-0.1608038,1.3549869,-0.8852824,0.360559,1.4963001,0.80734086,-1.638356,3.0615444,-0.5435563,0.41633135,2.1756454,0.73937774,0.7312665,-0.4520456,-2.2153847,-1.4607321,2.5336025,0.036736555,-0.4917981,0.31831872,-0.7976426,1.1582946,0.33594826,-0.22027732,-0.38571241,0.8521564,1.9868376,-1.2050686,1.6684381,-0.7733186,-1.1405271,0.74360764,0.35977253,1.8969629,2.2776976,-0.18034662,-1.9893819,-0.096525945,2.3227792,0.6095924,0.6959396,0.69329137,1.5651888,0.9473551,2.659111,0.11369693,0.20022553,-0.3486921,2.4957044,0.52361876,0.67154694,0.34738714,1.5156275,0.9985014,-1.4820056,2.7774248,0.76510257,-3.226115,2.1491313,0.5502529,-1.2304047,-0.67751586,-0.027348515,-2.1853693,0.28956595,2.0718641,-0.6101448,-0.92719924,1.2041057,-0.6613556,0.995908,2.087368,0.29523316,1.7207129,0.69447196,1.4155698,1.9497316,0.017868642,2.545509,-2.2802844,0.57119864,-1.0534867,-0.6936611,-1.4752012,1.2518536,1.9880661,2.181196,-0.1476477,-0.99379575,0.9308896,-0.2696768,-0.31377733,0.41745785,-1.998529,1.205384,1.1837636,-0.22528373,-1.2909708,0.29061344,-1.004459,0.6991973,0.12189293,-1.7684618,-0.91830516,2.4811258,-1.3062999,0.2155011
use,0.37512317,2.39581,-0.20323664,-1.8132519,-1.1732414,1.045423,-0.66023195,-1.8974568,-0.8688073,-1.786436,0.4999625,-0.44458383,1.7382424,2.7123516,-0.4638781,1.8713357,1.0994148,1.7626007,0.55966914,-0.023632184,0.5721271,2.1408138,0.5542596,0.7432325,0.80430466,-1.0867034,-0.5571169,1.981373,0.53696525,-1.791295,0.38973632,0.6181147,-0.07687483,-0.6603559,-3.9231577,-1.656161,0.7972135,0.25258663,-0.48095906,-2.3511255,0.83753324,-0.3758012,-2.6852982,3.896385,2.5231676,2.460206,2.2051005,0.28593105,2.5409164,-4.090914,-0.87338424,0.8845282,-0.2680475,0.37525085,3.2644384,2.8292623,0.11139797,-1.0579741,1.1841576,2.7114573,2.246818,-0.52829874,-1.2951413,-3.6721635,1.0825673,-1.5254487,-3.8197172,-0.114610404,3.9357262,-0.42492715,-0.8592673,0.06971038,-2.841758,0.25561297,2.8396947,0.85198635,-2.7132528,0.37233227,-0.24486153,0.84799165,0.46264723,0.45920146,2.0688674,-2.6534572,0.19498143,-0.769607,-0.18357301,0.20206037,-1.0432343,-1.0462935,-1.0383027,-3.6291425,-1.4235287,2.2025664,-2.466556,1.2118667,-0.4828293,-0.47005868,-0.56925786,0.64971954,2.2862132,-0.50266206,-2.1490414,1.7737385,1.8676552,-0.35712156,-2.7648687,0.6677898,0.9151698,0.7063713,0.98867667,1.8114973,-0.81419283,0.2819899,1.1901786,-0.79255515,-0.84886026,-0.55120885,1.771079,-0.7154985,1.3556995,-5.030417,0.6172471,-1.4206352,0.028956952,1.336014,3.2187297,-0.1435166,-1.5992892,0.366623,1.4493963,-1.768628,0.5718234,-1.2230078,-0.7085339,1.9290832,-0.5835139,2.109603,1.7382274,-0.61382973,-1.4550886,0.80512285,-2.9333026,2.463389,-1.1995645,1.2749134,0.6799311,-0.9759114,-0.75828755,-1.5548224,-1.9656713,0.6656192,-3.039659,1.458715,0.0087870015,0.55665755,-1.0642809,0.23156357,0.74237543,0.5391047,0.6706524,0.33757854,-2.1822925,-0.40917864,-0.2969009,-0.14631736,-0.27670714,-2.7185667,0.73935884,4.1169257,-1.1581682,1.3345884,-1.0179379,0.2523199,2.0569386,-0.8444077,0.20547304,-0.0058620456,3.275044,0.70475465,2.5303571,-2.1298378,2.5612912,1.2051935,-1.1553704,1.3204192,-0.4000047,3.3415866,2.2353177,1.7239823,1.0023214,1.8718803,0.97240007,1.8594735,-0.22241311,-0.5307879,1.2440438,1.8923992,0.47444817,-0.6443813
home,-2.6471105,0.6110038,-0.54039353,-0.14299546,0.1642056,0.9759019,0.17527266,-1.5586782,2.6976905,-3.8281019,-1.3028582,-2.4573812,-1.2740016,-1.0107749,-0.8000867,-1.382885,-1.5344573,0.25093025,1.6899722,0.90355825,2.9415658,-1.6829305,-2.371045,-2.4856284,-0.07608845,0.62212026,2.2004745,-2.9749954,1.1848903,1.7984902,0.2879417,1.4143362,0.73580104,-1.0134714,-0.7274585,-0.82700765,2.2005935,2.0882554,-2.406402,1.6969852,0.9899085,0.22187777,0.48349506,1.1792636,-2.147102,-0.59664696,-2.9446824,1.1486776,-2.011654,2.068039,0.8308233,-4.049194,1.0583193,-1.3291229,3.0077002,0.79197955,2.544504,1.5294353,1.0926133,-0.39031282,0.68092275,-1.6384697,-1.3704753,1.9813622,1.8133054,-1.8811966,-0.64863545,-1.148755,1.9466228,-0.094914585,1.7515417,-1.3202338,0.84535885,1.0135652,-1.8726064,-1.3279355,-0.3670969,0.9572419,-0.5329183,0.29016817,-1.6009969,1.813072,-0.12507232,-3.6992044,4.1664834,-1.3590578,0.37550396,-0.38675258,1.9592842,-2.725817,0.33199486,0.26828644,0.8080007,1.3441535,2.7236423,-1.5331175,1.2317294,-1.2770625,-0.07312869,-0.9366808,0.94776195,1.4154022,-3.0206563,-2.707648,1.590358,3.4165256,1.4629635,-1.9118881,-0.034407794,1.0229627,0.5599934,-2.0251944,3.4477434,0.07543988,0.84862554,4.1162286,-0.2081628,0.9192996,0.40900415,-1.3656242,0.84090436,-2.5457342,-0.46024707,0.81094486,-1.1881199,-2.1431165,-0.6007643,0.87576705,-0.65735686,-1.4221554,0.19404839,2.4045308,-0.7370523,2.794267,0.18488075,-0.82323056,1.0179288,-2.1738045,2.6821864,-3.2565703,0.14123797,3.7825859,1.4816412,-1.9456085,1.3896784,0.19104674,-0.6971981,4.617824,-1.3754135,-2.155839,-0.51659125,1.5493169,-0.12392899,-0.24287894,-0.20536467,0.19410291,-4.832305,2.735797,1.4430557,-4.451378,0.6905827,0.36502168,0.16696763,0.91986656,-0.73085034,1.2873077,0.8440948,-0.5328747,-0.100021936,-0.5755743,-1.8808414,1.1610541,0.16187245,-0.13509117,0.85472643,1.3188537,-0.66849464,3.386484,-0.41493243,1.769227,3.0950332,-1.2911693,2.017057,-0.6694717,1.5179285,2.7342925,-0.63815683,-1.7343683,2.87993,-0.5502833,-1.8375747,1.0776037,-1.2700477,2.0351079,2.033341,-0.4284613,-2.565159,2.1355138,-1.6384571,-4.4945683
obama,0.2937736,-0.6916,-2.1120942,-1.0908159,2.8876805,-0.31546003,0.480604,-1.8884735,-2.2028246,2.556039,2.6109216,-3.408438,-1.9715368,-0.5139013,0.19870697,3.1406586,4.615073,3.4099379,-2.0116506,-3.5163515,-1.3122158,4.1156697,1.0508868,1.1565487,0.25304922,0.18923609,0.46037298,-1.8728958,3.364156,-2.214698,-0.8098769,-0.60119265,1.6285074,4.3980207,2.122331,3.7005682,-1.4187808,-2.9839003,4.3281775,-2.2317436,1.2439959,3.0916147,1.8025743,-0.6589057,-2.143184,-1.3670945,0.49573702,3.2144363,-1.1871042,-2.4705179,-1.7236906,2.0611238,-1.5945859,2.726029,-0.4285094,-1.7103671,-0.08503902,2.7356956,-0.6134558,0.29867247,-2.1702485,-0.20991513,-0.96512556,0.01125551,1.0084629,3.2513585,-0.20914054,-0.785411,0.8620723,-1.4161526,-0.34890527,0.22997579,1.2538936,2.4616683,0.9035287,1.8020393,-0.5132771,-2.2075858,2.4657,4.2005625,1.3818761,0.561258,3.2881725,1.8584689,2.627383,1.0792956,-3.242095,0.9581529,0.095660985,0.5467833,2.7024987,-3.5010874,-0.22167361,-2.451592,0.30432743,0.32205474,-2.3315299,-2.513002,-2.7468495,-0.60693085,0.38236105,3.6308486,-1.8369159,0.35909164,-0.9787209,-3.1335082,-2.329084,-2.8522677,-0.2670432,1.698936,1.324264,1.8467357,0.10628765,-1.2326341,1.8086326,0.25427398,0.9507977,-1.8577893,-0.05179465,2.165276,1.3039742,2.332895,2.296945,4.3654695,0.68161476,-2.1380994,-1.6065744,4.7090487,-0.88191736,-0.0037680462,1.1567464,-2.9173937,-0.0020613298,2.132003,-2.1258562,0.10563196,1.423411,-3.6127226,2.892216,0.6611661,-0.74684244,-1.3590289,1.2770152,-2.171665,-0.59586173,3.3329592,0.79761237,-3.4619803,-0.048569925,-1.5388579,0.69547886,2.8601663,0.5738738,-4.382298,1.2136703,0.6983844,0.40466917,0.72587204,0.24108507,1.8147126,-1.2339175,2.1915672,3.4460816,-0.09923492,1.8644031,-0.4947963,0.48439503,-1.1634347,-0.25670558,1.0961846,1.3261983,0.36382866,-0.6163133,3.8245463,0.15154178,-2.5719488,3.632394,-0.106275365,0.795553,-1.7384601,0.5702945,-2.6717343,-3.3008945,1.4097712,-0.12457459,2.281575,-0.9030827,1.1614454,1.643644,-0.23914768,-6.209389,-2.1995707,0.07650925,-0.72176576,-2.20892,1.0532472,2.0042691,1.9672459,-0.28334886,-2.2590754
include,0.7821531,1.705129,0.083002456,0.29574952,-2.153385,2.2918038,0.5748809,-1.2797443,2.7891743,-1.3810495,-0.56001765,2.004014,-0.5622698,-0.05448484,-0.11459666,1.6392064,-0.40224525,3.171453,0.86664706,2.0758653,-2.4223213,-0.8266563,1.4807355,2.1289017,-0.03183756,1.0382332,0.5446293,3.3062012,0.8272248,0.243641,-0.8769033,1.4723021,2.5959098,-0.8809361,-2.9674911,-0.48722434,0.30017006,-0.05687029,-1.8147955,-2.1838355,-0.13664062,1.6889486,-3.9844882,2.924055,-1.6107649,-0.66823065,0.9015676,-2.5631309,-0.19116217,-2.4709048,-0.018732185,-1.0841638,-1.4585681,1.2497317,5.0311937,2.325119,-0.6804547,0.51689315,1.1550517,2.7565036,-1.4526691,-3.4316673,1.0233943,0.074083924,0.37832037,-0.44893733,-1.0647608,0.22718704,2.7598042,-1.6331882,0.15641166,-0.741715,-0.6211498,2.3029137,1.2847229,-0.82216245,-1.7908107,-0.853981,0.610289,0.86408633,-1.3084111,-0.34666532,1.870224,-3.720535,-1.1526777,0.19316979,1.4912243,1.4557619,0.50894153,1.9654189,1.7424685,0.39856833,-0.27605528,-0.05677937,0.2525338,-0.37502733,2.876008,1.3911042,-1.4652082,1.9668653,1.4923346,-2.3260884,2.7422774,-1.651336,3.1672106,1.6535969,-0.6760944,-0.23060374,1.7120907,-0.28681073,-0.021354916,2.3888063,-1.4794575,0.3828931,2.3933396,-2.4793382,0.014308074,-0.0998219,2.6888845,1.0675083,0.79444915,-0.82904524,-1.2835581,2.57875,-1.4119188,-0.18057339,0.06189974,0.22055282,-0.026125835,-0.17378415,-2.2341492,0.07132955,0.35175484,-4.3044987,0.38297972,0.3729201,1.5121142,0.5708415,1.1166972,3.1053767,-1.1777254,1.8984324,1.6171031,0.9995092,0.57738036,-1.3802099,0.94295096,-0.9299895,2.387469,-0.061986562,-1.219751,-0.89295316,-0.82385844,2.0503998,-2.7995942,-0.91325396,0.90251184,0.6758017,0.54063326,-1.7068553,0.14875191,1.2573625,-0.60113204,-2.8589103,2.6410944,3.6536913,-1.0621486,-0.92592144,1.2293882,-1.2631485,-0.3416564,1.5658301,-2.2307653,0.34961212,-2.1211114,0.15955247,0.86922675,-2.3613863,2.6950958,0.86456996,-1.6566479,0.086527385,-1.5273883,0.7854622,-2.7126458,1.458782,1.3151252,0.6996513,-0.8903988,-2.6231713,1.1920055,-1.5887976,-1.1106937,-0.8139528,-0.94728696,0.20806453,2.4967792,2.2923782,1.7113503,-0.83436275
think,-1.7607672,1.6357859,1.2354906,-3.294557,0.5358862,0.68575,-1.1103717,-3.1596305,-2.161999,0.48100588,1.2847233,-1.7821002,-0.50903994,-0.9518402,-1.3397293,-1.1791223,2.5005221,-0.953225,1.1526393,-1.0594108,0.022728894,-0.734761,-0.316204,1.9808719,2.3442237,1.4110187,-0.30545312,-1.8220348,2.5215027,-1.6195248,-1.2083635,0.24260372,-0.6417361,-0.5811131,0.5381168,-2.1954212,-3.219325,-0.7982563,0.074009255,-1.1507206,2.2223098,-1.231564,0.962622,1.8840736,-1.5034007,1.3331313,1.5657581,0.58138895,-2.6425917,-0.9928389,-2.0727518,1.2748135,0.55237466,1.4180756,1.8345009,0.4539159,-1.9589368,0.40386507,0.38820565,2.3590949,-1.0599287,0.62209284,-0.29886845,-0.89410824,-0.5691057,1.3905612,-1.8035141,1.12153,1.4317613,-2.3868601,0.05666735,-0.4807909,0.15352187,1.2920824,0.27360505,1.3172101,-1.4314846,1.1830802,1.097906,-2.3912294,0.96530306,-0.8958281,2.3145926,2.3112357,0.93446106,-0.6156162,-1.0848312,-1.9094039,-0.35518008,-0.89290106,-2.6526816,-3.3521962,-1.203755,0.37923524,-0.78096,-0.70747864,-2.073359,-0.45065778,-0.271562,-2.0194263,0.34110746,-3.394831,-1.9870007,0.7980581,2.3464386,-0.1639666,-2.5690765,0.23016924,0.2592889,2.532713,-2.4463532,2.102054,2.1856854,-1.4873713,-0.3983314,-1.1395699,-0.14051628,-1.1934582,2.5093272,2.6021829,1.8080142,0.22549313,2.7526233,0.7488627,1.9031056,0.4890087,-2.0680194,1.4002439,1.1806734,-1.054367,0.97169816,-1.1019816,0.85062605,1.314872,-0.1263151,2.8076646,-2.1162066,1.7450706,-1.1694976,-0.60943013,-0.32520834,0.49205366,0.1967328,-0.14383873,0.7587842,4.970822,0.36984643,2.4364898,1.3576167,-2.9175992,-1.3151072,1.6519531,1.8912374,0.5557709,1.3458232,-0.08009984,-0.9335236,1.1294934,1.8488022,2.4681506,-0.3088804,-0.20995894,1.7889098,3.098836,-0.5270577,2.6814911,-0.09272663,-1.3950974,2.8549807,2.9345338,0.9541831,0.806191,-3.4672058,0.6933328,-1.0976386,-2.157151,-3.3617916,1.1511405,1.3035927,2.893396,1.9873737,-1.0589705,0.23732984,0.7177229,-0.8498122,-1.1962547,-1.6980677,0.32189614,5.023894,-0.157374,-0.64912975,0.426759,0.9509211,-2.1612113,1.5607829,-1.8893925,-0.9964751,2.0495777,-1.3057497,0.22326036
show,-0.94467175,1.2858083,1.4387624,1.1312939,-1.896988,-1.3262695,1.8666152,-0.68058795,0.5700938,0.32682574,1.0153636,-2.0685456,1.4210012,-1.3734047,-2.541049,-1.1729935,1.747958,1.6939824,1.260422,-0.8663994,-0.014670166,3.313253,-1.2706239,0.8716736,0.73861426,2.016781,-2.7208323,1.5054804,0.41339365,-3.042582,2.2625835,0.3697291,0.57120556,-0.842772,0.071755216,-1.597838,-0.5531787,-1.3815327,-0.41009435,-0.41718736,-2.0086942,-0.23305894,-0.59011704,0.09558596,1.0149658,2.2062163,-2.6477582,2.9763055,-1.6791301,-0.67231476,-1.221761,0.9407237,0.6890496,-1.6745747,2.3297393,-2.211734,-0.9072733,1.1141704,0.7940347,2.1503606,-0.87486476,-3.7626755,1.6269867,2.0851886,-3.0825293,0.5411733,-2.0601864,-3.5947998,2.5471005,0.26275963,-0.366614,-1.3986949,0.543219,1.1753788,0.4325297,1.833174,-0.938284,-0.27785698,0.5850054,-2.548421,0.27987733,1.8257747,3.2122407,-1.5855975,-0.4535364,-0.3619269,-0.59324896,-1.6462461,0.47873122,2.1290739,-1.2836646,-0.29337648,0.24087611,0.75851893,1.417985,-2.520134,2.3683639,0.14522396,-2.4967527,-0.012906759,-0.45526373,-4.2382693,-2.1738822,0.06538866,-0.4032923,-2.2453713,-0.00019142478,0.97833854,-0.8826355,0.39170057,-2.598993,1.928164,0.6637832,0.9172366,1.3538764,-1.3737313,-0.767979,2.508807,2.125236,0.22314781,-0.80690706,-3.5969965,1.3429893,0.029522782,-1.3392473,-1.2387785,2.211638,0.06579376,-1.096817,-1.1994435,-0.7334155,-2.3509378,0.5305803,0.09183409,-1.5640695,0.4724509,1.8634025,-0.9384581,2.433061,0.2600404,1.9835442,0.8480085,0.64455765,0.71734786,1.5432026,1.278564,1.3924015,0.24704179,0.62059265,1.3146226,-0.23674633,3.8710241,-0.6250674,-2.2337823,-1.7364444,0.07188904,-1.7060684,1.8955318,1.8189214,-0.5121004,2.0323558,3.2612755,-1.8588538,0.50844365,2.7178285,0.15044397,-1.2832185,-1.0757957,1.014318,-0.083482645,0.75086427,0.20126215,0.06392904,1.1650126,-0.07852442,-0.40822122,-3.1022587,1.1737255,3.5673487,1.223954,1.0819477,0.4601044,-1.1743811,1.6437361,-3.2508323,-3.1179285,1.5807452,0.62386405,0.25196216,0.3569046,1.233317,-0.49408013,0.30706057,1.5045302,1.2469565,1.3614625,2.3673482,0.7054532,-1.1521401,-0.8324681
week,0.16338839,0.014116038,-1.6527123,2.988376,-1.8488948,0.61410356,0.92297524,-0.84876394,1.1839639,0.16760327,0.48415938,-2.8252957,-1.0375621,-1.1445602,2.616941,-2.7658954,-0.42830488,0.4543476,2.3120942,6.739945,-2.972691,0.52730757,-3.1975713,-0.6457047,-2.756439,1.1162833,1.8063221,1.1324197,3.2262433,-1.1662451,-1.6195762,-0.48983595,1.2536037,1.6154959,-0.5861185,-0.17867665,-1.4042109,-2.8633454,1.5518566,-0.2596515,-2.510624,-0.067180015,-0.084559985,-0.65029496,-4.434254,0.1186258,0.07337631,2.0056438,0.12579188,2.3346207,-1.0977359,0.72515696,-3.852117,2.6482234,0.3126386,1.2301674,2.0205488,2.4670546,3.9116871,1.5030404,-4.4756675,-3.4180489,-0.7066704,5.3609366,-1.7076284,-2.491138,0.009225357,-4.6391397,-2.2356641,1.1289421,2.459635,2.0676298,0.712562,1.1485037,3.8699977,-1.41707,-2.6981196,-1.9992354,-1.7488651,1.0516107,-1.7405329,-1.4065821,4.310394,-3.0130901,0.5759938,-1.1816059,-4.1264615,-2.212593,-2.3172753,1.3057107,0.7485895,0.2129193,2.0594563,0.32023942,-0.053546086,-0.2807103,0.61032623,3.3992121,-3.7727213,-0.27512687,-1.158979,-0.39856863,-1.5953214,1.3692517,-1.6862706,1.0977618,-2.29491,-0.7051369,1.0003467,-1.4166914,-0.19444904,6.36738,-0.2392032,1.7755827,-3.647114,2.7793746,-0.9595214,-1.999847,1.647509,-0.18207918,0.7855057,-1.2511927,1.8636484,0.71220124,-1.0273622,5.2073226,-1.4230207,-1.8180703,-0.5782469,1.0545139,0.9062286,1.225275,0.99309,1.6858141,-0.995875,-0.6914117,-2.855873,-0.60970235,0.91767293,-0.9833207,-3.174036,0.1874266,1.4344624,1.0184634,2.6537502,-2.2916925,-0.3118034,1.7379175,1.5763346,-2.895267,1.2020481,0.53546184,-0.59748715,-4.2309403,3.8345728,-3.601805,-1.7636874,-1.6497512,-1.9547292,-5.362318,0.62615234,-2.2941957,-0.059668973,1.9208175,2.9483314,2.0086508,2.9217494,-0.017625436,-1.0474336,0.013615168,-0.17365837,-0.15191205,-3.267494,2.581699,1.4291689,-1.294996,0.17844073,1.46216,-0.21580864,-2.907994,2.1459038,-2.084727,0.5089437,2.0733395,-0.2794531,0.10632327,-0.37630698,-2.9691854,0.00707826,-2.8201215,-0.15266879,-0.18558499,1.5811337,-0.8338551,0.08566313,1.5028796,-0.0040548807,2.3227768,-2.2982764,3.435846
